                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    141,                0.31592,                0.32376,                0.91257,                0.86143,                0.92362,                0.94441,                 0.8011,                0.58309,                0.42854,                 1.1023,               0.001076,               0.001076,               0.001076
                    142,                0.32839,                0.32193,                0.92611,                 0.9077,                0.84293,                0.93964,                0.79726,                0.57894,                0.45035,                 1.0982,              0.0010694,              0.0010694,              0.0010694
                    143,                0.33584,                0.32302,                0.91343,                0.92089,                0.86471,                0.94504,                0.81541,                 0.5469,                0.43154,                 1.0729,              0.0010628,              0.0010628,              0.0010628
                    144,                0.33052,                0.31206,                0.92563,                0.95281,                0.88571,                0.94963,                0.81908,                0.50865,                0.39059,                 1.0427,              0.0010562,              0.0010562,              0.0010562
                    145,                0.30809,                0.30319,                0.91717,                0.88908,                0.91607,                0.94377,                 0.8041,                0.57256,                0.42951,                 1.0841,              0.0010496,              0.0010496,              0.0010496
                    146,                0.30833,                0.30251,                0.91746,                0.90233,                0.90857,                0.94898,                0.81608,                 0.5327,                0.43595,                 1.0541,               0.001043,               0.001043,               0.001043
                    147,                0.31631,                0.31983,                0.91879,                0.96941,                0.90547,                0.95248,                0.81811,                0.54175,                0.41441,                 1.0563,              0.0010364,              0.0010364,              0.0010364
                    148,                0.32867,                0.31836,                0.92772,                0.96864,                 0.8824,                0.94583,                 0.8272,                0.54454,                0.45717,                 1.0501,              0.0010298,              0.0010298,              0.0010298
                    149,                0.31946,                0.32379,                0.91631,                0.95237,                0.86857,                0.93486,                0.81704,                0.53797,                0.42576,                 1.0468,              0.0010232,              0.0010232,              0.0010232
                    150,                0.30974,                 0.3152,                0.90828,                0.95984,                0.86286,                0.92106,                0.81151,                0.54431,                0.44037,                 1.0683,              0.0010166,              0.0010166,              0.0010166
                    151,                0.31165,                0.30947,                0.91784,                0.91867,                   0.88,                0.92828,                0.80671,                0.54125,                0.45154,                 1.0787,                0.00101,                0.00101,                0.00101
                    152,                0.30638,                0.30446,                0.91743,                0.90428,                0.87429,                0.93242,                0.80143,                0.55853,                0.44274,                 1.0677,              0.0010034,              0.0010034,              0.0010034
                    153,                0.31731,                0.30817,                0.90718,                0.93033,                 0.8394,                0.91767,                0.77844,                 0.5711,                0.46741,                 1.0891,              0.0009968,              0.0009968,              0.0009968
